case_id,issue_id,requirement_ids,given,when,then,contract,decision_status,execution_status
AT-G120-011,G1-011,FR-T08;FR-T09;FR-P03;FR-A06,Given for AT-REV19-015/002/037: matching patches for Assignment scheduled*/valid* and Job.scheduledSlot,Run each When,Reach expected results; validator checks Assignment/Job.scheduledSlot synchronization in every patch,02-design/review-resolution-contracts.md#ir97-acceptance-fixture-invariants-and-input-objects--g1-004g1-005g1-009g1-011g1-019g1-031,specified,not_run
AT-G120-012,G1-012,FR-C09;FR-A02;FR-X04;FR-C03;FR-T12,Current Given for AT-REV17-004/005/014 and AT-REV18-003,Run each When,dueAt04:00Z; unit-archive-demo archive succeeds; known-route not-found keeps URL; tamper after restored(power) allows Command. Acceptance CSVs also undergo obsolete-text checks,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-013,G1-013,FR-A10,hq-override-only,Display release_requested Restriction by releaseIntent.source,"Show reconcile/retry only for source=override or unresolved recoveryCases; RestrictionReleaseView includes releaseIntent{source,at}",02-design/review-resolution-contracts.md#ir96-restriction-cancellation--g1-003-and-g1-013,proposed,not_run
AT-G120-014,G1-014,FR-C08,Seed alert-window-a,customer-a opens SCR-C08,Call summaries.get(kind=customer) as secondary Query; show alertCount1 separately from unread count,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-015,G1-015,FR-C12,communication_lost on restriction-limited-a after AT-C11-N payment confirmation,Display29/31 seconds after remove Command creation,"At 29 seconds releaseState=requested, ""Waiting for release response (disconnected)""; at 31 seconds failed. Aggregate remains release_requested",02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-016,G1-016,NFR-05,UX-05 and component-contracts.csv,Compare props for StatusBadge/CommandPanel/ConfirmActionDialog,component-contracts.csv authoritative for props (IR72 rank5); UX-05 explicitly labeled summary,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-017,G1-017,FR-P03,contractor-a,"Open `/partner/schedule?jobId=job-contractor-a`, navigate away, Back",SCR-P03 url_selection includes jobId; restore target job,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-018,G1-018,FR-P03;FR-A06,Old Assignment from AT-REV19-037 with same jobId,jobs.assign with overlapping new slot,Exclude replaced assignment for same jobId from confirmed-overlap checks; no CONFLICT (D06),02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-019,G1-019,FR-A10;FR-C12;FR-P01,"AT-A10-B, AT-C12-B, AT-P01-N",Create states through normal operations,Do not patch Restriction.state or Job.status with report versions. AT-P01-N fixture has no job-contractor-a status patch,02-design/review-resolution-contracts.md#ir97-acceptance-fixture-invariants-and-input-objects--g1-004g1-005g1-009g1-011g1-019g1-031,specified,not_run
AT-G120-020,G1-020,FR-A14,EmissionFactor factor-demo-2026,Check BR-A14 and AT-A14-E/B,Region/year/source required; unit fixed kgCO₂e/kWh; no unit-mismatch case,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-021,G1-021,FR-P05;FR-T09,Uninspected input with no reason,tech-external-a submits,VALIDATION; not submitted and absent from quality-review targets (AT-P05-B③),02-design/review-resolution-contracts.md#ir100-inspection-component-sets-and-submission-validation--g1-008,proposed,not_run
AT-G120-022,G1-022,FR-C05,Seed consent-customer-a-location granted=false,Evaluate arrival for unit-online-rto location rule,Zero Commands with reason; no general-consent record exists,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-023,G1-023,FR-T12,"acceptancePatches[""AT-T12-N""]","communication_lost(sequence=5)→restored(axis=connection,sequence=4)",Remains offline (SR20),02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-024,G1-024,FR-C13;FR-C09;FR-A15;FR-T10;FR-T11,Text of AT-C13-N/AT-C09-N/AT-A15-N/AT-T10-N/AT-T11-N,Execute each operation using When inputs,Text uniquely defines purpose/period/unitIds/startAction/endAction/Command acknowledgment/unitId/check-success event,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-025,G1-025,FR-X01;FR-X02;FR-X03;FR-X04;FR-X05;FR-X06;FR-X07,"Common requirements' Concrete common acceptance values table; acceptancePatches[""AT-X02-B""], [""AT-X04-E.5""], [""AT-X06-B.1""]–[""AT-X06-B.3""], [""AT-X06-B.5""]",Execute N/E/B for AT-X01–X07,Reach each Then. Old Context:CONFLICT(errors.scope_changed); outside Membership period:UNAUTHENTICATED; restrictionEligible=false:VALIDATION. unit-tenant-b references cap-split-std-tb,02-design/review-resolution-contracts.md#ir101-concrete-shared-acceptance-values-and-model-registry-tenants--g1-025,proposed,not_run
AT-G120-026,G1-026,FR-P03;FR-A06,"S08: customer-b unit-other-customer, contractor-b, tech-external-b",contractor-a declines→reoffer to contractor-b→accept→assign tech-external-b,Assignment succeeds; directly naming out-of-scope technician gives FORBIDDEN(errors.technician_out_of_scope),02-design/review-resolution-contracts.md#ir94-authorization-column-qualifiers-and-technician-write-conditions--g1-001--g1-026--g1-030,proposed,not_run
AT-G120-027,G1-027,FR-C08;FR-T07;FR-A05,"acceptancePatches[""AT-C08-SRC""], [""AT-T07-SRC""], [""AT-A05-SRC""]",Show possible causes for each role,"Distinguish alert-window-a(inferred), alert-insulation-a(inspection), alert-unknown-a(no evidence)",02-design/review-resolution-contracts.md#ir98-demo-data-for-allergen-observations-and-possible-cause-alerts--g1-006-and-g1-027,proposed,not_run
AT-G120-028,G1-028,FR-X05;NFR-05,Logged in as customer-a,Select hq-operator in AppShell role switch,ShellContainer handles AppShell switchMembership event through demoSession.switchMembership,02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-029,G1-029,FR-A09,Contract with zero customer Memberships eligible for advance notice,restrictions.schedule,"VALIDATION(IR05), zero Restrictions",02-design/review-resolution-contracts.md#ir102-minor-clarifications--g1-010g1-012g1-014g1-024g1-026g1-029,specified,not_run
AT-G120-030,G1-030,FR-P06,contractor-a,Fetch members.list/members.capacity,Only own-company role=technician Memberships:tech-external-a and patched tech-external-a2; exclude contractor-a itself,02-design/review-resolution-contracts.md#ir94-authorization-column-qualifiers-and-technician-write-conditions--g1-001--g1-026--g1-030,proposed,not_run
AT-G120-031,G1-031,FR-T03;FR-C07;NFR-05,Measurement acceptance case without acceptancePatches,Start acceptance test,Default simulator=false; only AT-REV18-001/AT-REV19-003/AT-REV19-009 use simulator=true,02-design/review-resolution-contracts.md#ir97-acceptance-fixture-invariants-and-input-objects--g1-004g1-005g1-009g1-011g1-019g1-031,proposed,not_run
